1		http://dados.rs.gov.br	1	acidentestransito	crimestransito	http://dados.rs.gov.br/dados/detran/igd/crimestransito/crimestransito.csv	Relação de Acidentes de Transito com vítimas fatais	CSV		2014-04-10T09:38:30.233303	Leila Wentz	leila-wentz@procergs.rs.gov.br	2014-04-09T20:07:49.050334	2014-04-10T19:25:10.598218			Creative Commons Atribuição	2094502
1		http://dados.rs.gov.br	2	baladasegura	abordagem	http://dados.rs.gov.br/dados/detran/abm/baladasegura/abordagem.csv	Abordagens realizadas na Operação Balada Segura	CSV		2014-04-10T09:32:21.955776	Leila Wentz	leila-wentz@procergs.rs.gov.br	2014-04-09T19:55:11.588106	2014-04-10T19:24:33.253403			Creative Commons Atribuição	12765830	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201101.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A12%3A36.913Z/comprashomologadas-201101.json	Compras homologadas 01 2011	JSON		2014-01-27T16:13:29.640321			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	17599	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201102.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A13%3A34.237Z/comprashomologadas-201102.json	Compras homologadas 02 2011	JSON		2014-01-27T16:17:16.544491			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	2	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201103.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A17%3A23.817Z/comprashomologadas-201103.json	Compras homologadas 03 2011	JSON		2014-01-27T16:17:35.699076			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	27703	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201104.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A18%3A34.877Z/comprashomologadas-201104.json	Compras homologadas 04 2011	JSON		2014-01-27T16:18:52.104982			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	24264	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201105.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A18%3A57.518Z/comprashomologadas-201105.json	Compras homologadas 05 2011	JSON		2014-01-27T16:19:11.371789			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	132956	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201106.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A19%3A15.753Z/comprashomologadas-201106.json	Compras homologadas 06 2011	JSON		2014-01-27T16:19:37.198605			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	93198	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201107.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A19%3A41.282Z/comprashomologadas-201107.json	Compras homologadas 07 2011	JSON		2014-01-27T16:19:52.751052			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	71002	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201108.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A19%3A58.766Z/comprashomologadas-201108.json	Compras homologadas 08 2011	JSON		2014-01-27T16:20:18.091471			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	81010	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201109.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A20%3A22.959Z/comprashomologadas-201109.json	Compras homologadas 09 2011	JSON		2014-01-27T16:20:32.913000			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	78395	
1		http://dados.rs.gov.br	3	compras	ComprasHomologadas_201110.json	http://dados.rs.gov.br/storage/f/2014-01-27T18%3A20%3A39.694Z/comprashomologadas-201110.json	Compras homologadas 10 2011	JSON		2014-01-27T16:20:50.272487			2014-01-27T18:11:00.325100	2014-10-06T15:42:11.768763			Licença Aberta para Bases de Dados (ODbL) do Open Data Commons	150848	
